id_reserva,id_cliente,nombre,apellido,mail,competencia,inicio_estancia,final_estancia,id_hotel,ciudad,id,nombre_hotel,valoracion,precio_noche,fecha_reserva,id_ciudad
14447,6784,Inés,Codina,inés.codina@example.com,False,2025-03-01,2025-03-02,10,Madrid,14065,Hotel Maravilla Real,1.0,92.01,2025-02-06,1
14448,12214,René,Canet,rené.canet@example.com,False,2025-03-01,2025-03-02,5,Madrid,14066,Hotel Encanto Real,1.0,479.75,2025-02-08,1
14449,9434,Mariana,Porta,mariana.porta@example.com,False,2025-03-01,2025-03-02,16,Madrid,14067,Hotel Sol y Luna,3.0,154.6,2025-02-10,1
14450,12233,René,Sevillano,rené.sevillano@example.com,False,2025-03-01,2025-03-02,7,Madrid,14069,Hotel Las Estrellas,3.0,300.64,2025-02-12,1
14451,7719,Josué,Teruel,josué.teruel@example.com,False,2025-03-01,2025-03-02,12,Madrid,14070,Hotel Monte Verde,3.0,309.08,2025-02-06,1
14452,8444,León,Soria,león.soria@example.com,False,2025-03-01,2025-03-02,5,Madrid,14074,Hotel Encanto Real,4.0,150.13,2025-02-07,1
14453,14254,Vicente,Esteve,vicente.esteve@example.com,False,2025-03-01,2025-03-02,1,Madrid,14075,Gran Hotel Madrid,2.0,216.75,2025-02-05,1
14454,3108,Clemente,Fajardo,clemente.fajardo@example.com,False,2025-03-01,2025-03-02,14,Madrid,14076,Hotel Puerta del Cielo,2.0,209.74,2025-02-12,1
14455,10622,Natividad,Cortina,natividad.cortina@example.com,False,2025-03-01,2025-03-02,11,Madrid,14077,Hotel Mirador Real,4.0,248.43,2025-02-03,1
14456,8039,Judith,Gisbert,judith.gisbert@example.com,False,2025-03-01,2025-03-02,15,Madrid,14080,Hotel Rincón Sereno,4.0,460.17,2025-02-02,1
14457,9584,Marisa,Abascal,marisa.abascal@example.com,False,2025-03-01,2025-03-02,17,Madrid,14081,Hotel Torre Dorada,1.0,339.8,2025-02-11,1
14458,9784,María Cristina,Pou,maría cristina.pou@example.com,False,2025-03-01,2025-03-02,12,Madrid,14082,Hotel Monte Verde,2.0,497.76,2025-02-03,1
14459,7504,Jose Angel,Iglesia,jose angel.iglesia@example.com,False,2025-03-01,2025-03-02,7,Madrid,14083,Hotel Las Estrellas,1.0,375.82,2025-02-11,1
14460,11008,Néstor,Pedro,néstor.pedro@example.com,False,2025-03-01,2025-03-02,13,Madrid,14085,Hotel Palacio Imperial,5.0,214.79,2025-02-04,1
14461,11906,Pía,Córdoba,pía.córdoba@example.com,False,2025-03-01,2025-03-02,5,Madrid,14086,Hotel Encanto Real,5.0,153.23,2025-02-04,1
14462,9808,María Dolores,Acevedo,maría dolores.acevedo@example.com,False,2025-03-01,2025-03-02,6,Madrid,14088,Hotel Jardines del Rey,3.0,362.56,2025-02-01,1
14463,857,Amaro,Franco,amaro.franco@example.com,False,2025-03-01,2025-03-02,4,Madrid,14090,Hotel Costa Azul,1.0,460.63,2025-02-11,1
14464,5295,Federico,Vazquez,federico.vazquez@example.com,False,2025-03-01,2025-03-02,9,Madrid,14091,Hotel Luz de Madrid,3.0,105.28,2025-02-02,1
14465,9365,Marcio,Agullo,marcio.agullo@example.com,False,2025-03-01,2025-03-02,5,Madrid,14093,Hotel Encanto Real,1.0,133.3,2025-02-04,1
14466,2982,Cirino,Ferreras,cirino.ferreras@example.com,False,2025-03-01,2025-03-02,16,Madrid,14096,Hotel Sol y Luna,3.0,92.01,2025-02-02,1
14467,13177,Saturnino,Mir,saturnino.mir@example.com,False,2025-03-01,2025-03-02,3,Madrid,14099,Hotel Camino del Sol,1.0,237.14,2025-02-05,1
14468,4879,Eufemia,Gallo,eufemia.gallo@example.com,False,2025-03-01,2025-03-02,10,Madrid,14100,Hotel Maravilla Real,3.0,158.42,2025-02-04,1
14469,12473,Rolando,Ayuso,rolando.ayuso@example.com,False,2025-03-01,2025-03-02,4,Madrid,14101,Hotel Costa Azul,4.0,340.19,2025-02-09,1
14470,1746,Azucena,Díez,azucena.díez@example.com,False,2025-03-01,2025-03-02,13,Madrid,14102,Hotel Palacio Imperial,3.0,335.13,2025-02-03,1
14471,3355,Corona,Domínguez,corona.domínguez@example.com,False,2025-03-01,2025-03-02,15,Madrid,14103,Hotel Rincón Sereno,3.0,308.5,2025-02-11,1
14472,4203,Elba,Mancebo,elba.mancebo@example.com,False,2025-03-01,2025-03-02,1,Madrid,14105,Gran Hotel Madrid,3.0,334.41,2025-02-05,1
14473,13124,Sara,García,sara.garcía@example.com,False,2025-03-01,2025-03-02,15,Madrid,14106,Hotel Rincón Sereno,3.0,125.4,2025-02-05,1
14474,2611,Casemiro,Puente,casemiro.puente@example.com,False,2025-03-01,2025-03-02,15,Madrid,14107,Hotel Rincón Sereno,5.0,313.33,2025-02-03,1
14475,3431,Cristian,Somoza,cristian.somoza@example.com,False,2025-03-01,2025-03-02,8,Madrid,14109,Hotel Los Almendros,4.0,285.11,2025-02-02,1
14476,470,Alberto,Gutiérrez,alberto.gutiérrez@example.com,False,2025-03-01,2025-03-02,19,Madrid,14111,Palacio del Sol,3.0,391.71,2025-02-12,1
14477,8011,Juanita,Quirós,juanita.quirós@example.com,False,2025-03-01,2025-03-02,13,Madrid,14112,Hotel Palacio Imperial,5.0,436.33,2025-02-04,1
14478,8685,Loreto,Valero,loreto.valero@example.com,False,2025-03-01,2025-03-02,4,Madrid,14114,Hotel Costa Azul,2.0,98.73,2025-02-04,1
14479,2692,Cecilio,Bosch,cecilio.bosch@example.com,False,2025-03-01,2025-03-02,17,Madrid,14115,Hotel Torre Dorada,5.0,267.04,2025-02-06,1
14480,7644,Jose,Izquierdo,jose.izquierdo@example.com,False,2025-03-01,2025-03-02,6,Madrid,14116,Hotel Jardines del Rey,4.0,201.28,2025-02-11,1
14481,8204,Laura,Girón,laura.girón@example.com,False,2025-03-01,2025-03-02,18,Madrid,14117,Hotel Vista Alegre,5.0,444.64,2025-02-11,1
14482,6842,Irma,Aramburu,irma.aramburu@example.com,False,2025-03-01,2025-03-02,9,Madrid,14118,Hotel Luz de Madrid,2.0,440.8,2025-02-03,1
14483,7411,Joel,Perez,joel.perez@example.com,False,2025-03-01,2025-03-02,6,Madrid,14121,Hotel Jardines del Rey,2.0,75.0,2025-02-06,1
14484,11814,Primitivo,Monreal,primitivo.monreal@example.com,False,2025-03-01,2025-03-02,16,Madrid,14123,Hotel Sol y Luna,1.0,149.56,2025-02-04,1
14485,13788,Teresa,Ortiz,teresa.ortiz@example.com,False,2025-03-01,2025-03-02,14,Madrid,14127,Hotel Puerta del Cielo,1.0,369.51,2025-02-01,1
14486,11692,Pilar,Calvet,pilar.calvet@example.com,False,2025-03-01,2025-03-02,12,Madrid,14128,Hotel Monte Verde,5.0,242.31,2025-02-08,1
14487,1410,Ariadna,Miguel,ariadna.miguel@example.com,False,2025-03-01,2025-03-02,4,Madrid,2798,Hotel Costa Azul,2.0,305.72,2025-02-07,1
14488,9931,María Ángeles,Ribera,maría ángeles.ribera@example.com,False,2025-03-01,2025-03-02,11,Madrid,14130,Hotel Mirador Real,1.0,451.6,2025-02-09,1
14489,9112,Manola,Barrena,manola.barrena@example.com,False,2025-03-01,2025-03-02,6,Madrid,14131,Hotel Jardines del Rey,1.0,255.22,2025-02-03,1
14490,14188,Vasco,Juárez,vasco.juárez@example.com,False,2025-03-01,2025-03-02,13,Madrid,14134,Hotel Palacio Imperial,5.0,169.01,2025-02-08,1
14491,10753,Nico,Flores,nico.flores@example.com,False,2025-03-01,2025-03-02,4,Madrid,14135,Hotel Costa Azul,4.0,264.23,2025-02-07,1
14492,8576,Loida,Pino,loida.pino@example.com,False,2025-03-01,2025-03-02,18,Madrid,14137,Hotel Vista Alegre,4.0,410.87,2025-02-11,1
14493,4382,Eloy,Miguel,eloy.miguel@example.com,False,2025-03-01,2025-03-02,8,Madrid,14138,Hotel Los Almendros,1.0,270.64,2025-02-04,1
14494,742,Amado,Rico,amado.rico@example.com,False,2025-03-01,2025-03-02,13,Madrid,14139,Hotel Palacio Imperial,4.0,486.25,2025-02-05,1
14495,955,Amparo,Maestre,amparo.maestre@example.com,False,2025-03-01,2025-03-02,13,Madrid,14140,Hotel Palacio Imperial,1.0,317.47,2025-02-04,1
14496,238,Adoración,Giner,adoración.giner@example.com,False,2025-03-01,2025-03-02,9,Madrid,14141,Hotel Luz de Madrid,4.0,109.51,2025-02-11,1
14497,4960,Eusebio,Benitez,eusebio.benitez@example.com,False,2025-03-01,2025-03-02,9,Madrid,14142,Hotel Luz de Madrid,1.0,294.87,2025-02-06,1
14498,8288,Leocadio,Coronado,leocadio.coronado@example.com,False,2025-03-01,2025-03-02,15,Madrid,14144,Hotel Rincón Sereno,1.0,68.45,2025-02-11,1
14499,9933,María Ángeles,Zamorano,maría ángeles.zamorano@example.com,False,2025-03-01,2025-03-02,18,Madrid,14145,Hotel Vista Alegre,2.0,52.77,2025-02-07,1
14500,11243,Osvaldo,Larrañaga,osvaldo.larrañaga@example.com,False,2025-03-01,2025-03-02,9,Madrid,14146,Hotel Luz de Madrid,5.0,126.16,2025-02-09,1
14501,498,Albino,Simó,albino.simó@example.com,False,2025-03-01,2025-03-02,1,Madrid,14149,Gran Hotel Madrid,1.0,430.18,2025-02-10,1
14502,795,Amancio,Oliva,amancio.oliva@example.com,False,2025-03-01,2025-03-02,17,Madrid,14152,Hotel Torre Dorada,2.0,380.26,2025-02-08,1
14503,13990,Toño,Sales,toño.sales@example.com,False,2025-03-01,2025-03-02,13,Madrid,14154,Hotel Palacio Imperial,4.0,402.29,2025-02-02,1
14504,7076,Iván,Flor,iván.flor@example.com,False,2025-03-01,2025-03-02,19,Madrid,14156,Palacio del Sol,3.0,67.84,2025-02-10,1
14505,1151,Angelina,Berrocal,angelina.berrocal@example.com,False,2025-03-01,2025-03-02,8,Madrid,14157,Hotel Los Almendros,2.0,86.69,2025-02-04,1
14506,3308,Consuelo,Moliner,consuelo.moliner@example.com,False,2025-03-01,2025-03-02,18,Madrid,14158,Hotel Vista Alegre,3.0,117.41,2025-02-05,1
14507,9046,Magdalena,Batalla,magdalena.batalla@example.com,False,2025-03-01,2025-03-02,18,Madrid,14159,Hotel Vista Alegre,5.0,165.77,2025-02-03,1
14508,14670,Zaira,Daza,zaira.daza@example.com,False,2025-03-01,2025-03-02,19,Madrid,14160,Palacio del Sol,4.0,334.0,2025-02-04,1
14509,9661,Marta,Enríquez,marta.enríquez@example.com,False,2025-03-01,2025-03-02,15,Madrid,14161,Hotel Rincón Sereno,1.0,78.3,2025-02-02,1
14510,11260,Otilia,Escolano,otilia.escolano@example.com,False,2025-03-01,2025-03-02,11,Madrid,14162,Hotel Mirador Real,3.0,415.72,2025-02-07,1
14511,5674,Francisca,Escrivá,francisca.escrivá@example.com,False,2025-03-01,2025-03-02,7,Madrid,14164,Hotel Las Estrellas,3.0,66.21,2025-02-01,1
14512,3774,Delia,Pablo,delia.pablo@example.com,False,2025-03-01,2025-03-02,5,Madrid,14165,Hotel Encanto Real,5.0,455.46,2025-02-02,1
14513,2426,Carla,Acevedo,carla.acevedo@example.com,False,2025-03-01,2025-03-02,11,Madrid,14167,Hotel Mirador Real,5.0,425.21,2025-02-02,1
14514,13893,Tito,Delgado,tito.delgado@example.com,False,2025-03-01,2025-03-02,12,Madrid,14169,Hotel Monte Verde,1.0,327.95,2025-02-05,1
14515,1532,Artemio,Morán,artemio.morán@example.com,False,2025-03-01,2025-03-02,11,Madrid,14170,Hotel Mirador Real,2.0,182.47,2025-02-10,1
14516,486,Albina,Goñi,albina.goñi@example.com,False,2025-03-01,2025-03-02,7,Madrid,14171,Hotel Las Estrellas,2.0,484.17,2025-02-12,1
14517,4450,Elías,Lopez,elías.lopez@example.com,False,2025-03-01,2025-03-02,14,Madrid,14172,Hotel Puerta del Cielo,5.0,333.2,2025-02-09,1
14518,4253,Eli,Barroso,eli.barroso@example.com,False,2025-03-01,2025-03-02,6,Madrid,14173,Hotel Jardines del Rey,2.0,429.73,2025-02-03,1
14519,4273,Eliana,Marquez,eliana.marquez@example.com,False,2025-03-01,2025-03-02,6,Madrid,14174,Hotel Jardines del Rey,5.0,90.53,2025-02-03,1
14520,7587,Jose Manuel,Domingo,jose manuel.domingo@example.com,False,2025-03-01,2025-03-02,19,Madrid,14175,Palacio del Sol,5.0,56.45,2025-02-05,1
14521,9195,Manuela,Diéguez,manuela.diéguez@example.com,False,2025-03-01,2025-03-02,13,Madrid,14176,Hotel Palacio Imperial,3.0,424.26,2025-02-06,1
14522,10330,Modesta,Heras,modesta.heras@example.com,False,2025-03-01,2025-03-02,3,Madrid,2576,Hotel Camino del Sol,1.0,385.49,2025-02-07,1
14523,1265,Anselma,Lucena,anselma.lucena@example.com,False,2025-03-01,2025-03-02,1,Madrid,14178,Gran Hotel Madrid,3.0,326.71,2025-02-04,1
14524,9665,Marta,Guerra,marta.guerra@example.com,False,2025-03-01,2025-03-02,17,Madrid,14179,Hotel Torre Dorada,4.0,64.07,2025-02-06,1
14525,8933,Lupe,Palacio,lupe.palacio@example.com,False,2025-03-01,2025-03-02,7,Madrid,14182,Hotel Las Estrellas,5.0,220.24,2025-02-09,1
14526,3911,Dominga,Artigas,dominga.artigas@example.com,False,2025-03-01,2025-03-02,14,Madrid,14187,Hotel Puerta del Cielo,5.0,492.78,2025-02-07,1
14527,11039,Octavia,Almagro,octavia.almagro@example.com,False,2025-03-01,2025-03-02,12,Madrid,14188,Hotel Monte Verde,5.0,494.33,2025-02-04,1
14528,1415,Ariadna,Valbuena,ariadna.valbuena@example.com,False,2025-03-01,2025-03-02,13,Madrid,14190,Hotel Palacio Imperial,1.0,204.87,2025-02-08,1
14529,3796,Desiderio,Casares,desiderio.casares@example.com,False,2025-03-01,2025-03-02,6,Madrid,14192,Hotel Jardines del Rey,3.0,100.06,2025-02-11,1
14530,142,Adelaida,Torrents,adelaida.torrents@example.com,False,2025-03-01,2025-03-02,6,Madrid,14193,Hotel Jardines del Rey,2.0,385.86,2025-02-03,1
14531,8851,Luis,Jimenez,luis.jimenez@example.com,False,2025-03-01,2025-03-02,7,Madrid,14195,Hotel Las Estrellas,4.0,115.7,2025-02-06,1
14532,7297,Jessica,Guardiola,jessica.guardiola@example.com,False,2025-03-01,2025-03-02,11,Madrid,14196,Hotel Mirador Real,5.0,482.38,2025-02-07,1
14533,7307,Jesusa,Bellido,jesusa.bellido@example.com,False,2025-03-01,2025-03-02,14,Madrid,14197,Hotel Puerta del Cielo,5.0,274.82,2025-02-06,1
14534,721,Amada,Iglesias,amada.iglesias@example.com,False,2025-03-01,2025-03-02,14,Madrid,14198,Hotel Puerta del Cielo,3.0,491.34,2025-02-11,1
14535,810,Amanda,Galindo,amanda.galindo@example.com,False,2025-03-01,2025-03-02,8,Madrid,14203,Hotel Los Almendros,3.0,155.15,2025-02-06,1
14536,13056,Sandalio,Pi,sandalio.pi@example.com,False,2025-03-01,2025-03-02,6,Madrid,14205,Hotel Jardines del Rey,5.0,211.59,2025-02-12,1
14537,14200,Venceslás,Cepeda,venceslás.cepeda@example.com,False,2025-03-01,2025-03-02,6,Madrid,14206,Hotel Jardines del Rey,2.0,492.45,2025-02-03,1
14538,12243,Reyes,Barco,reyes.barco@example.com,False,2025-03-01,2025-03-02,12,Madrid,14207,Hotel Monte Verde,2.0,209.57552638575038,2025-02-10,1
14539,12190,Renata,Soriano,renata.soriano@example.com,False,2025-03-01,2025-03-02,7,Madrid,14208,Hotel Las Estrellas,2.0,237.75,2025-02-04,1
14540,4956,Eusebio,Agudo,eusebio.agudo@example.com,False,2025-03-01,2025-03-02,8,Madrid,14209,Hotel Los Almendros,3.0,319.39,2025-02-07,1
14541,5155,Fabio,Pagès,fabio.pagès@example.com,False,2025-03-01,2025-03-02,4,Madrid,14212,Hotel Costa Azul,5.0,349.03,2025-02-11,1
14542,4300,Eligio,Luján,eligio.luján@example.com,False,2025-03-01,2025-03-02,13,Madrid,14213,Hotel Palacio Imperial,4.0,140.82,2025-02-01,1
14543,3788,Demetrio,Quesada,demetrio.quesada@example.com,False,2025-03-01,2025-03-02,15,Madrid,14215,Hotel Rincón Sereno,1.0,352.39,2025-02-01,1
14544,12854,Ruy,Moya,ruy.moya@example.com,False,2025-03-01,2025-03-02,19,Madrid,14216,Palacio del Sol,1.0,444.48,2025-02-06,1
14545,8819,Luis Miguel,Aznar,luis miguel.aznar@example.com,False,2025-03-01,2025-03-02,2,Madrid,14219,Hotel Brisas del Mar,2.0,145.33,2025-02-03,1
14546,9154,Manu,Cabeza,manu.cabeza@example.com,False,2025-03-01,2025-03-02,19,Madrid,14220,Palacio del Sol,3.0,296.96,2025-02-06,1
14547,14774,Ángel,Miró,ángel.miró@example.com,False,2025-03-01,2025-03-02,17,Madrid,14222,Hotel Torre Dorada,1.0,202.04,2025-02-02,1
14548,8131,Julio,Crespi,julio.crespi@example.com,False,2025-03-01,2025-03-02,13,Madrid,14225,Hotel Palacio Imperial,5.0,216.1,2025-02-08,1
14549,4871,Etelvina,Pallarès,etelvina.pallarès@example.com,False,2025-03-01,2025-03-02,3,Madrid,14228,Hotel Camino del Sol,1.0,67.3,2025-02-03,1
14550,13449,Sofía,Puerta,sofía.puerta@example.com,False,2025-03-01,2025-03-02,16,Madrid,14230,Hotel Sol y Luna,1.0,182.7,2025-02-01,1
14551,5683,Francisca,Oliva,francisca.oliva@example.com,False,2025-03-01,2025-03-02,16,Madrid,14231,Hotel Sol y Luna,4.0,151.37,2025-02-03,1
14552,4266,Eli,Solé,eli.solé@example.com,False,2025-03-01,2025-03-02,13,Madrid,14232,Hotel Palacio Imperial,4.0,180.09,2025-02-11,1
14553,8833,Luis Ángel,Andrés,luis ángel.andrés@example.com,False,2025-03-01,2025-03-02,10,Madrid,14233,Hotel Maravilla Real,2.0,53.82,2025-02-02,1
14554,7749,José Manuel,Torrijos,josé manuel.torrijos@example.com,False,2025-03-01,2025-03-02,9,Madrid,14234,Hotel Luz de Madrid,4.0,470.4,2025-02-11,1
14555,9392,Marco,Sarabia,marco.sarabia@example.com,False,2025-03-01,2025-03-02,19,Madrid,14235,Palacio del Sol,1.0,362.73,2025-02-12,1
14556,8177,Lalo,Tovar,lalo.tovar@example.com,False,2025-03-01,2025-03-02,13,Madrid,14236,Hotel Palacio Imperial,3.0,385.96,2025-02-03,1
14557,4619,Encarnación,Ariño,encarnación.ariño@example.com,False,2025-03-01,2025-03-02,11,Madrid,14239,Hotel Mirador Real,1.0,496.62,2025-02-07,1
14558,13371,Silvestre,Segarra,silvestre.segarra@example.com,False,2025-03-01,2025-03-02,14,Madrid,14240,Hotel Puerta del Cielo,2.0,244.33,2025-02-07,1
14559,4323,Elisa,Menendez,elisa.menendez@example.com,False,2025-03-01,2025-03-02,11,Madrid,14241,Hotel Mirador Real,4.0,407.34,2025-02-05,1
14560,10449,Máxima,Porras,máxima.porras@example.com,False,2025-03-01,2025-03-02,10,Madrid,14242,Hotel Maravilla Real,2.0,473.21,2025-02-12,1
14561,14892,Úrsula,Angulo,úrsula.angulo@example.com,False,2025-03-01,2025-03-02,18,Madrid,14245,Hotel Vista Alegre,5.0,185.2,2025-02-08,1
14562,236,Adoración,Fuster,adoración.fuster@example.com,False,2025-03-01,2025-03-02,2,Madrid,14247,Hotel Brisas del Mar,5.0,442.42,2025-02-11,1
14563,13003,Samu,Bárcena,samu.bárcena@example.com,False,2025-03-01,2025-03-02,3,Madrid,14248,Hotel Camino del Sol,5.0,166.79,2025-02-12,1
14564,10047,Mauricio,Román,mauricio.román@example.com,False,2025-03-01,2025-03-02,7,Madrid,14251,Hotel Las Estrellas,3.0,267.94,2025-02-08,1
14565,12385,Roberta,Cuéllar,roberta.cuéllar@example.com,False,2025-03-01,2025-03-02,17,Madrid,14253,Hotel Torre Dorada,5.0,300.12,2025-02-10,1
14566,1297,Antonia,Sastre,antonia.sastre@example.com,False,2025-03-01,2025-03-02,16,Madrid,14255,Hotel Sol y Luna,3.0,361.36,2025-02-08,1
14567,10815,Nidia,Bayo,nidia.bayo@example.com,False,2025-03-01,2025-03-02,14,Madrid,14256,Hotel Puerta del Cielo,5.0,54.23,2025-02-09,1
14568,13700,Teobaldo,Cabrero,teobaldo.cabrero@example.com,False,2025-03-01,2025-03-02,15,Madrid,14257,Hotel Rincón Sereno,4.0,99.27,2025-02-05,1
14569,13233,Segismundo,Huertas,segismundo.huertas@example.com,False,2025-03-01,2025-03-02,1,Madrid,14259,Gran Hotel Madrid,3.0,304.63,2025-02-04,1
14570,2205,Brígida,Mármol,brígida.mármol@example.com,False,2025-03-01,2025-03-02,8,Madrid,14261,Hotel Los Almendros,5.0,470.07,2025-02-06,1
14571,14534,Ximena,Cano,ximena.cano@example.com,False,2025-03-01,2025-03-02,4,Madrid,14263,Hotel Costa Azul,1.0,202.27,2025-02-12,1
14572,7378,Joaquina,Cuesta,joaquina.cuesta@example.com,False,2025-03-01,2025-03-02,2,Madrid,14265,Hotel Brisas del Mar,2.0,344.45,2025-02-07,1
14573,943,Amor,Verdú,amor.verdú@example.com,False,2025-03-01,2025-03-02,13,Madrid,14268,Hotel Palacio Imperial,4.0,361.93,2025-02-05,1
14574,5578,Florencia,Cózar,florencia.cózar@example.com,False,2025-03-01,2025-03-02,2,Madrid,14269,Hotel Brisas del Mar,2.0,97.47,2025-02-04,1
14575,6659,Ignacia,Baró,ignacia.baró@example.com,False,2025-03-01,2025-03-02,15,Madrid,14270,Hotel Rincón Sereno,1.0,373.72,2025-02-08,1
14576,13047,Sandalio,Amigó,sandalio.amigó@example.com,False,2025-03-01,2025-03-02,19,Madrid,14271,Palacio del Sol,1.0,382.13,2025-02-08,1
14577,8970,Luís,Cabo,luís.cabo@example.com,False,2025-03-01,2025-03-02,6,Madrid,14272,Hotel Jardines del Rey,3.0,270.73,2025-02-09,1
14578,11294,Pablo,Nadal,pablo.nadal@example.com,False,2025-03-01,2025-03-02,14,Madrid,14273,Hotel Puerta del Cielo,5.0,113.92,2025-02-11,1
14579,6268,Guadalupe,Sola,guadalupe.sola@example.com,False,2025-03-01,2025-03-02,12,Madrid,14274,Hotel Monte Verde,4.0,201.6,2025-02-09,1
14580,1975,Bernabé,Lobo,bernabé.lobo@example.com,False,2025-03-01,2025-03-02,15,Madrid,14275,Hotel Rincón Sereno,5.0,209.57552638575038,2025-02-03,1
14581,14002,Trini,Rico,trini.rico@example.com,False,2025-03-01,2025-03-02,4,Madrid,14276,Hotel Costa Azul,3.0,469.3,2025-02-03,1
14582,13041,Sancho,Uribe,sancho.uribe@example.com,False,2025-03-01,2025-03-02,10,Madrid,14278,Hotel Maravilla Real,5.0,453.21,2025-02-01,1
14583,11303,Paca,Casal,paca.casal@example.com,False,2025-03-01,2025-03-02,11,Madrid,14279,Hotel Mirador Real,5.0,461.28,2025-02-06,1
14584,8269,Leocadia,Bustos,leocadia.bustos@example.com,False,2025-03-01,2025-03-02,15,Madrid,14281,Hotel Rincón Sereno,2.0,244.94,2025-02-04,1
14585,4980,Eustaquio,Gómez,eustaquio.gómez@example.com,False,2025-03-01,2025-03-02,16,Madrid,14285,Hotel Sol y Luna,5.0,395.25,2025-02-10,1
14586,3954,Donato,Azcona,donato.azcona@example.com,False,2025-03-01,2025-03-02,3,Madrid,14286,Hotel Camino del Sol,4.0,239.3,2025-02-09,1
14587,9963,Mateo,Arjona,mateo.arjona@example.com,False,2025-03-01,2025-03-02,15,Madrid,14287,Hotel Rincón Sereno,4.0,349.98,2025-02-06,1
14588,4438,Elvira,Torre,elvira.torre@example.com,False,2025-03-01,2025-03-02,13,Madrid,14288,Hotel Palacio Imperial,2.0,149.99,2025-02-02,1
14589,13244,Segismundo,Zamora,segismundo.zamora@example.com,False,2025-03-01,2025-03-02,2,Madrid,14289,Hotel Brisas del Mar,1.0,247.8,2025-02-09,1
14590,5815,Gabriel,Vaquero,gabriel.vaquero@example.com,False,2025-03-01,2025-03-02,19,Madrid,14290,Palacio del Sol,2.0,327.17,2025-02-08,1
14591,10593,Natalio,Mayoral,natalio.mayoral@example.com,False,2025-03-01,2025-03-02,9,Madrid,14291,Hotel Luz de Madrid,5.0,191.17,2025-02-02,1
14592,7985,Juan,Torralba,juan.torralba@example.com,False,2025-03-01,2025-03-02,17,Madrid,14293,Hotel Torre Dorada,2.0,239.16,2025-02-07,1
14593,12137,Reinaldo,Cardona,reinaldo.cardona@example.com,False,2025-03-01,2025-03-02,3,Madrid,14295,Hotel Camino del Sol,3.0,193.92,2025-02-10,1
14594,5396,Felisa,Tenorio,felisa.tenorio@example.com,False,2025-03-01,2025-03-02,18,Madrid,14296,Hotel Vista Alegre,1.0,126.56,2025-02-09,1
14595,11045,Octavia,Reig,octavia.reig@example.com,False,2025-03-01,2025-03-02,16,Madrid,14297,Hotel Sol y Luna,2.0,372.45,2025-02-05,1
14596,11359,Palmira,Montoya,palmira.montoya@example.com,False,2025-03-01,2025-03-02,4,Madrid,14298,Hotel Costa Azul,3.0,162.41,2025-02-12,1
14597,14274,Victor Manuel,Pazos,victor manuel.pazos@example.com,False,2025-03-01,2025-03-02,7,Madrid,14299,Hotel Las Estrellas,2.0,196.39,2025-02-07,1
14598,11677,Petrona,Serrano,petrona.serrano@example.com,False,2025-03-01,2025-03-02,2,Madrid,14300,Hotel Brisas del Mar,4.0,242.38,2025-02-11,1
14599,8450,Lidia,Ballesteros,lidia.ballesteros@example.com,False,2025-03-01,2025-03-02,14,Madrid,14305,Hotel Puerta del Cielo,5.0,85.33,2025-02-10,1
14600,7359,Jimena,Valbuena,jimena.valbuena@example.com,False,2025-03-01,2025-03-02,14,Madrid,14306,Hotel Puerta del Cielo,2.0,478.94,2025-02-06,1
14601,2725,Celestina,Morante,celestina.morante@example.com,False,2025-03-01,2025-03-02,12,Madrid,14307,Hotel Monte Verde,4.0,340.57,2025-02-03,1
14602,12963,Salvador,Abril,salvador.abril@example.com,False,2025-03-01,2025-03-02,19,Madrid,14308,Palacio del Sol,3.0,464.12,2025-02-10,1
14603,10516,Nadia,Barral,nadia.barral@example.com,False,2025-03-01,2025-03-02,4,Madrid,14312,Hotel Costa Azul,2.0,93.68,2025-02-01,1
14604,10050,Maxi,Abascal,maxi.abascal@example.com,False,2025-03-01,2025-03-02,12,Madrid,14316,Hotel Monte Verde,4.0,138.57,2025-02-06,1
14605,5212,Fabricio,Samper,fabricio.samper@example.com,False,2025-03-01,2025-03-02,9,Madrid,14317,Hotel Luz de Madrid,4.0,359.37,2025-02-07,1
14606,8190,Lara,Solís,lara.solís@example.com,False,2025-03-01,2025-03-02,7,Madrid,14318,Hotel Las Estrellas,3.0,499.82,2025-02-02,1
14607,10453,Máximo,Agullo,máximo.agullo@example.com,False,2025-03-01,2025-03-02,9,Madrid,14320,Hotel Luz de Madrid,5.0,242.03,2025-02-05,1
14608,10627,Natividad,Marqués,natividad.marqués@example.com,False,2025-03-01,2025-03-02,2,Madrid,14321,Hotel Brisas del Mar,2.0,58.67,2025-02-03,1
14609,7679,Josefina,Segarra,josefina.segarra@example.com,False,2025-03-01,2025-03-02,8,Madrid,14322,Hotel Los Almendros,3.0,239.38,2025-02-02,1
14610,6623,Humberto,Vigil,humberto.vigil@example.com,False,2025-03-01,2025-03-02,11,Madrid,14324,Hotel Mirador Real,4.0,223.46,2025-02-07,1
14611,3385,Cosme,Torrens,cosme.torrens@example.com,False,2025-03-01,2025-03-02,11,Madrid,14325,Hotel Mirador Real,1.0,341.82,2025-02-11,1
14612,13115,Santos,Serrano,santos.serrano@example.com,False,2025-03-01,2025-03-02,11,Madrid,14326,Hotel Mirador Real,2.0,56.29,2025-02-05,1
14613,12666,Rosaura,Diez,rosaura.diez@example.com,False,2025-03-01,2025-03-02,6,Madrid,14327,Hotel Jardines del Rey,3.0,177.58,2025-02-11,1
